	target_text	input_text	prefix
3	Как новый год встретишь, так его и проведешь?	"Нельзя же так буквально верить всем народным приметам! Если бы это работало, то все россияне поголовно круглый год нарезались бы шампанским, веселились бы до утра, а некоторые спали бы лицом в салате. Для определенного процента наших сограждан так оно и есть, конечно, но не для всех же.Корни этой приметы лежат, вероятно в русском средневековье. До 1700 года Новый Год отмечался 1 сентября, когда уже убран урожай и можно подсчитывать запасы на зиму. Удалось набить закрома – весь следующий год голодать не придется, а значит гуляем! Весело и сытно отметили праздник, с оптимизмом и в сытости проводим весь год. А случился бедный урожай – новогодний стол и рацион на весь год придется урезать. Отсюда и пошло: ""как встретишь, так и проведешь"".Но на всякий случай салаты на новогодний стол готовь-ка ты лучше без майонеза. Майонез плохо влияет на кожу лица."	ask_question
261	Почему направление бега по стадиону всегда против часовой стрелки?	"Ответ, как ни странно, нашелся в ""Истории Европы"" Норманна Дэвиса – эта книга вообще соперничает по занимательности с ""Почемучкой"". Оказывается, традиция сохранилась ещё со времен Эллады, где спорт (искусственное развитие) противопоставляли природе (естественному развитию). Тогда и решили бегать против – правда, не стрелок, которых ещё не было, а против движения тени в солнечных часах. А ещё спустя какие-то века атлеты заметили, что так бегать немного удобнее, по крайней мере, спортсменам-правшам. ""Пробегая стадион против часовой стрелки, спортсмен правой ногой делает более широкий шаг, чем сделал бы его левой, так как амплитуда движений правой ноги на несколько сантиметров больше. Соответственно, улучшается и результат"", - сказал тренер-атлет спортшколы №3 Е. Загвозкин. Версию Дэвиса это, впрочем, не отменяет."	ask_question
218	Существует ли в природе умственно отсталые животные?	"Конечно, и крокодил Гена - даже не самый лучший пример. ""Справочник по болезням домашних животных и экзотических животных"" (Минск, 1996) сообщает, что у кошек с врожденной мозжечковой гипоплазией атрофирован большой участок мозга, и все, на что она оказывается способной - зализать себя до смерти. Животные с повышенным содержанием в крови гормона под названием эстроген часто приносят неполноценное потомство: детеныши рождаются настолько глупыми, что не могут открыть глаза. Собачье бешенство вызывает расстройство мозга у собак и енотов. Коровье бешенство превратит любую женщину в огромный кусок покрытой пузырями говядины на трясущихся копытах."	ask_question
35	Почему у людей грудь между рук, а у коровы между ног?	"У коровы просто нет рук, у нее нет выбора. Если же говорить о расположении молочных желез относительно передних и задних конечностей, то у разных млекопитающих разная мода в этом вопросе. У собак, кошек или свиней молочные железы расположены вдоль всего тела. У лошадей и коров они смещены к задним конечностям. А у людей, летучих мышей и слонов — к передним. С количеством молочных желез тоже нет единства мнений.Размещение этого органа на теле вызвано эволюционными особенностями разных видов. Вероятно, древним предкам людей, вставшим на задние конечности, обвисшая грудь между ног мешала убегать от саблезубых тигров, поэтому такой вариант как-то не прижился."	ask_question
461	"Есть ли в ""Аэрофлоте"" рейс номер 1 и куда он летит?"	"Если не считать такой экзотики, как побивание камнями и отрубание головы мечом, в мире распространено пять видов смертной казни: расстрел, повешение, отравление газом, смертельная инъекция и электрический стул. И, как сообщил нам полковник МУРа, судмедэксперт Ю. Дубягин, самая болезненная из них - повешение. ""Смерть наступает в течение 2-10 минут в результате сочетания различных травм - повреждение спинного мозга и асфиксии. В 1905 году французский врач Николаус Миновици повесился в своей лаборатории под контролем ассистентов. В течение 30 секунд он испытывал всю гамму чувств удавленника, в том числе упомянул страшную боль"". При грамотном расстреле человек живет несколько секунд - надо думать, что это не самые приятные секунды в его жизни, так как пуля, несомненно, задевает множество нервных отростков. Смерть на электрическом стуле может длиться значительно дольше - до 12 минут - и также является достаточно болезненной, у человека буквально вскипает вся кровь, вываливаются глаза, жарятся внутренние органы. В отличие от всех этих ужасов, казнь при помощи смертельной инъекции происходит вполне мирно - человеку просто дают наркоз и во время него уже закачивают моментально действующий яд. Но мы бы на твоем месте, Рыжий, выбрали газ. Цианид, подаваемый в газовую камеру, вызывает у казнимого серию ковульсий, которые могут продолжаться до 8 минут. Судмедэксперт Ю. Дубягин полагает, что ощущения в этот момент схожи с теми, что человек испытывает в момент оргазма - это мнение подтверждает и тот факт, что у казнимых обычно происходит эякуляция."	ask_question
229	Бывают ли сотрясения мозга и болит ли голова у оленей, козлов и прочих обладателей рогов после боев?	"Ты правильно сделал, что задал этот вопрос до того, как тягаться со своими комнатным оленем. Но все равно сотрясений мозга у рогатых животных после боев не бывает. Нас убедил в этом завкафедрой зоологии позвоночных биологического факультета МГУ Леонид Корзун. ""У рогатых глубокая адаптация к рогам. Череп устроен так, чтобы животное не испытывало боли во время ритуальных боев за самку"", - начал умничать специалист. Рога даже помогают баранам и горным козлам передвигаться: во время прыжков они рогами отталкиваются от стенок, таким образом разворачивая тело. ""Другое дело - простая головная боль. У любых животных она бывает, но это не связано с устройством черепа. Голова может болеть от информации о неблагополучии"", - не без злорадства объяснил эксперт."	ask_question
329	Какие противоугонные средства ставят на всякие бронетранспортеры, ракетные комплексы и танки? Должна же быть защита от воров?	"Единственной защитой от угонщиков являются автоматчики, охраняющие военные базы, и, если у тебя нашлась против них отмычка, угнать танк будет плевым делом. ""Вне боевой задачи вся техника находится в охраняемых боксах. Помимо того, в танках запираются посадочные люки. Правда, танковый ключ - не что иное, как обычный внутренний четырехгранник, известный любому автомобилисту"", - рассказал нам полковник Ф.Н. Филоненко, начальник отдела вооружения Северо-Кавказского военного округа. Таким ключом можно отпереть любой танк. Ты записываешь, Ибрагим? Дальше танк нужно будет завести, но тут тебе не понадобится даже ключ. Любая боевая техника заводится простым нажатием кнопки и поворотом рычага. ""Кстати, вот вы будете смеяться, - добавил полковник, - а нам известны случаи угона бронетехники. Как правило, самим военными""."	ask_question
89	Возбуждают ли женщин порно фильмы в постели?	Да, но не всех. И не всякие порно фильмы. И не всегда. Так что стоит быть поаккуратнее с этим интересным методом возбуждения. Сам механизм довольно прост: если у партнерши некоторые сцены относятся к сфере табу, хорошо закрепленной воспитанием в детстве, то демонстративное нарушение такого табу может вызвать у нее ощущение эмоциональной свободы и раскованности. Падение запретов – очень действенный афродизиак. Но если табу окажется слишком сильным или слишком слабым, то эффект будет обратным: в первом случае она зажмется и напряжется, во втором – может испытать неудовольствие от того, что ты портишь такой романтический момент сценами, которые приличным дамам не показывают. А чтобы тебе совсем не было понятно, учти, что табу обычно неравномерно распределяется на грязные сценки, так что одни будут ее возбуждать, от других она рассвирепеет, а от третьих ей станет скучно и противно. 	ask_question
365	Правда ли, что советское мороженое самое вкусное и полезное?	"Ольга Малявина, начальник отдела по связям с общественностью ГК ""Айсбери"", одного из крупнейших российских производителей мороженного, ответила, что главным отличием советского мороженого было то, что его изготавливали исключительно из молочных продуктов. ""За рубежом тогда уже широко использовали заменитель коровьего масла растительного происхождения"". Спорить, что полезнее - сливочное или растительное масло, трудно: все зависит от твоего возраста и состояния здоровья. В 70-е годы в СССР пытались изготовить мороженое на растительном масле, но, попробовав результат, эксперты из Минторга РСФСР решительно запретили ухудшать качество советского продукта. Если хочешь поностальгировать, купи то мороженое, на упаковке которого есть слова ""Произведено по ГОСТ Р5275-2003"". Оно изготовлено на молочной основе из натуральных ингредиентов."	ask_question
401	На пачках с сахаром пишут, что в 100 г: белков и жиров - 0 г, углеводов - 99,8 г. Где еще 0,2 г?	"Согласно российскому ГОСТу 21-94 ""Сахар-песок. Технические условия"" кроме сахарозы (которая, собственно, и есть углеводы) в сахаре есть еще пестициды и токсичные элементы, из которых на килограмм продукта содержатся: ртуть (не более 0.01 мг/кг), свинец (1 мг/кг). медь (1 мг/кг), цинк (3 мг/кг), кадмий (0,05 мг/кг), мышьяк (0,5 мг/кг), ДЦТ (0,005 мг/кг), фостоксин (0,001 мг/кг), а также гексахлоран ГХЦ-гамма-изомер (0,005 мг/кг). Кроме того, в сахаре присутствуют продукты разложения сахарозы (около 0,050%), зола (около 0,04%), влага (0,14%) и ферропримеси (0,0003%). Как ты думаешь, Вова, покупал бы кто-нибудь сахар, если бы ему честно сообщили про свинец, песок, золу и мышьяк?"	ask_question
382	Какая грудь легче - настоящая или силиконовая, если они одинакового размера?	"Если взять 1 куб. м силикона и 1 куб. м женской груди... В общем, если ты таким образом решил вывести кого-то на чистую воду, то взвешивание этих частей тебе все равно не поможет — даже отдельно от тела. Заведующий отделением пластической хирургии Российского университета дружбы народов Зураб Амираиович Меладзе пояснил, что специальных замеров массы никто не проводил, но по ощущениям большой разницы нет. ""Любой протез изготавливается по всем эстетическим нормам, — уточнил он, — и максимально приближен по массе и плотности к ткани молочной железы. При правильном подборе и установке современного протеза неспециалист вряд ли определит, где натуральная грудь, а где - силиконовая"". И вообще, Дмитрий: если у твоей девушки обе груди одинаковые, то зачем тебе знать, какая из них силиконовая?"	ask_question
462	Если пересадить гриву льва человеку, приживется она или нет?	"В глубине нашей романтической души мы полагали, что такой рейс есть и он, конечно же, был присвоен В.И. Ленину... Жизнь оказалась намного прозаичнее. Оператор справочной ""Аэрофлота"" (девушка, существующая под номером № 534) сообщила нам: ""Номера рейсов самолетов нашей авиакомпании в основном трехзначные. Изредка вводятся четырехзначные"". ""Трехзначные - это тоже хлеб, - сказали мы. - А номер 666 у вас есть?"" ""Нет"", - отрезала грубая 534-я и бросила трубку. Ну и ладно. Зато номер 1 нашелся в компании Lufthansa: это рейс, следующий из Гамбурга во Франкфурт."	ask_question
105	Почему кошки всегда приземляются на лапы?	"Благодаря эластичности и подвижности позвонков, кошка может сгибаться пополам и поворачиваться на 180 градусов. У человека позвонки связаны связками и сухожилиями, а у кошки – мышцам. Подушечки лап кошки, связки и хрящи – самые лучшие амортизаторы для кошек при падении. У кошек развит ""гироскоп"", который расположен во внутреннем ухе. Это позволяет кошки быстро ориентироваться в пространстве. Эти факторы спасают кошку от травм при падении с высоты. Падая, кошка поднимает голову, поворачивает туловище, немного опускает круп. Совершая движения плечами, передними и задними лапами, кошка переворачивается животом к земле. Кошка пользуется и хвостом для корректировки скорости переворота. После этих манипуляций кошка расслабляет тело и немного расставляет конечности. Смягчая удар, кошка выгибает спину при приземлении и пользуется теми самыми амортизаторами – лапами и упругой грудной клеткой. Наверняка, Вы слышали о парадоксе – чем меньше высота падения кошки, тем больше травм и смертельных исходов. И обратное, чем выше падает кошка, тем больше у нее шансов остаться в живых. Кошки виртуозно переворачиваются при падении, но при падении с маленькой высоты 3-5 этажей, кошка часто просто не успевает совершить все эти маневры. Соответственно, падает ""неподготовленной"" и не использует все свои возможности. А сила удара делает свое дело, ломаются конечности, травмируются внутренние органы..."	ask_question
47	На каком химическом элементе наступит летальный исход, если человек начнет дегустировать их по таблице Менделеева?	Если ты отважишься провести опыт на себе, то это не займет слишком много времени. Токсичным и очень опасным для человека является уже 4-й элемент таблицы Менделеева – бериллий. Но тут, как всегда, все зависит от съеденной порции. В сутки человек с пищей проглатывает 10 мкг бериллия. Если же взять порцию побольше, то тебе сильно поплохеет и от самого первого элемента – водорода, достаточно проглотить его всего лишь 1 грамм. Просто грамм водорода при нормальных условиях имеет объем чуть больше 11 литров.	ask_question
389	Почему на компьютерной клавиатуре счет цифр идет снизу, а на мобиле, наоборот, сверху вниз?	"Бен Родевальд, представитель компании по производству клавиатур и другой периферии Cherry GmbH, объяснил, что такое странное расположение цифр берет свое начало от обычных калькуляторов: ""При их использовании человек мог набирать числа, не глядя на кнопки. По отношению к центральной кнопке keypad'a ""5"" числа более высокого порядка находятся правее и выше, более низкого - левее и ниже, в такой же позиции, в которой вы интуитивно набирали бы число, скажем, на поверхности стола"". Придумали эту сенсорную концепцию специально для тех, кто имеет дело с цифрами: бухгалтеров, миллионеров и т. д. Для мобильных же телефонов более важно визуальное восприятие: ведь читаем мы слева направо и сверху вниз."	ask_question
211	Какой груз может заставить остановиться стандартный эскалатор?	"Как ни старайся, остановить и даже замедлить движение эскалатора у тебя не получится. По словам специалистов фирмы Sodimas, которая специализируется на производстве лифтов и подъемников, ""стандартный эскалатор способен выдержать не только одного человека на каждой ступеньке, но даже столько людей, сколько максимально влезет на каждую ступень и сколько еще залезет на шеи и в карманы друг к другу"". Чтобы остановить подъемник чисто теоретически, эксперты, подражая нашим шуткам, посоветовали найти где-нибудь подводную лодку. Правда, в этом случае возникнет другая беда: на ступенях стандартного эскалатора она не поместится. Если представить, что ты отыщешь нечто такое, что будет давить на каждую из ступеней весом в среднем около тонны, тебе все же удастся остановить подъемник."	ask_question
292	Куда девают землю, когда копают метро?	"Мы предположим, что метростроевцы просто скармливают ее ручным червям. Однако Роман Пилипчук, начальник отдела качества ""Тоннельного отряда №6"", опроверг эту догадку: ""Метро копают на глубине 50-70 метров. Земля там хорошего качества, поэтому ее используют под грунт при строительстве жилых массивов или засыпают в овраги при прокладывании дорог. Другое дело - рытье шахт"". В общем-то мы уже собирались уходить, но Роман предусмотрительно запер дверь, поэтому пришлось подслушивать его. ""Земля на глубине нескольких километров имеет большую концентрацию серной кислоты и аммиака и способна убивать всё живое, вступающее с ней в продолжительный контакт"". Для её ""отмывания"" создают искусственные насыпи, называемые терриконы. Земля проходит рекультивацию в течении 20-25 лет, а затем доживает свой век всё в тех же оврагах и клумбах."	ask_question
234	Если болельщики будут прыгать одновременно, от резонанса может развалиться стадион?	"В надежде поставить такой опыт мы позвонили в управление стадиона ""Лужники"", где нам сказали, что это позволено только российским футболистам. Поэтому под предлогом выпить чая мы встретились с главным архитектором ГУП МНИИП ""Моспроект-4"" Валентином Валуйских и невзначай задали ему твой вопрос. Он неожиданно ответил, что таких опытов у них не ставят. ""Да и незачем: вероятность того, что стадион развалится, стремится к нулю"", - еще больше расстроил нас эксперт. ""Стадион - это не пост, который может разрушиться от резонанса, если по нему пойдет рота солдат в ногу. Сегодня стадионы строят из очень прочных материалов, которые позволяют выдерживать одновременные перемещения всех зрителей. Такое бывает на хоккейных матчах, когда фанаты пускают волну"", - привел пример Валентин, видимо никогда не бывавший на футболе."	ask_question
318	Как перелетная птица понимает, куда ей нужно лететь?	"""А глаза ей на что?"" - попытался отделаться встречным вопросом Я.А. Редькин, заведующий сектором орнитологии Научно-исследовательского зоологического музея МГУ. Но потом сжалился и объяснил все подробности. Оказалось, что птицы воспринимают магнитное поле Земли визуально. Механизм этот не исследован до конца. ""Но ясно, что в глазных яблоках птиц есть белки, ориентация молекул которых зависит от магнитного поля. Когда птицы смотрят в определенном направлении, они видят темную точку на севере, по ней ориентируются"". Кроме того, дополнительные рецепторы магнитных полей есть и в клюве. Вот почему птица может преодолевать гигантское расстояние (зафиксированный рекорд принадлежит одному кулику, который пролетел 9000 километров за шесть дней) и ни разу не сбился с курса. Если только ее в полете не захватят террористы и не прикажут свернуть."	ask_question
350	Почему старушки разговаривают сами с собой чаще, чем старички?	В отличие от тебя, мы не занимались сбором такой статистики, но ради тебя ее изучили. Оказалось, женщины в России в среднем живут 67 лет, а мужчины — всего 58. Поэтому старушек больше, но разговаривают с собой они вовсе не чаще. По словам кандидата психологических наук Григория Павловского, этот симптом считается признаком сенильной деменции (старческого слабоумия). Помимо неконтролируемого речевого потока сюда добавляются и нарушения памяти, и эмоциональные расстройства, и известная болезнь Альцгеймера (от нее умер Рейган). Кстати, у мужчин это заболевание встречается даже чаще, так как курение и алкоголизм его стимулируют. Кстати, Олег, ты куришь? А как насчет выпить?	ask_question
328	Может ли женщина забеременеть сразу от двух мужчин-близнецами?	"Хирург и по совместительству гинеколог в роддоме №11, Разаева Д.А., сперва долго объясняла нашему журналисту, что отец не тот, кто родил, а тот, кто воспитал, и убеждала его любить всех своих детей одинаково, вне зависимости от их пола и расы. И лишь ознакомившись с его журналистским удостоверением и получив в подарок адрес нашего сайта, согласилась прояснить ситуацию, признав, что близнецы могут иметь разных пап. Нередко во время овуляции в организме женщины имеются сразу несколько готовых к оплодотворению яйцеклеток. И в отдельных случаях они оплодотворяются все. При этом сперматозоиды могут быть получены от разных мужчин - для такого ""параллельного"" зачатия даже не нужно заниматься групповым сексом - известно, что сперматозоид может сохраняться живым в половых органах женщины несколько дней. Так что близнецы (разнояйцевые) от разных отцов - это вполне реально. Более того, медицинская практика хорошо знакома с подобными случаями. Между прочим, ""проблема близнецов"" была известна, например, древним грекам, в мифах которых мы то и дело натыкаемся на двойняшек, один из которых - сын постороннего Бога, быка или лебедя (Кастор и Полидевк, Елена иКлитемнестра, Геракл и Эврисфей)."	ask_question
140	Как почтовый голубь находит дорогу домой?	"В настоящее время существуют две научные гипотезы, объясняющие, каким образом голубы возвращаются домой. Ни одна из не находит единогласной поддержки специалистов. Первая гипотеза связана с так называемой ""картой запахов"". Предполагается, что молодые голуби, находящиеся в голубятне, обучаются определять нужное направление полета, воспринимая запахи, которые приносит ветер с разных сторон. К примеру, они запоминают, что данный запах приносит восточный ветер. Если голубя перемещают в восточном направлении, запах подсказывает ему, что дом находится на западе. Согласно второй гипотезе, птицы могут определять координаты (широту и долготу) своего дома с помощью магнитного поля Земли. Возможно, в будущем выяснится, что ни одна из этих теорий не объясняет навигационные способности голубей; может оказаться и так, что в каждой из них есть доля правды."	ask_question
455	Чем отличаются мартовские коты от мартовских зайцев?	"Всему виной пресловутая материальная заинтересованность. Диспетчер автобусного парка №5 Зинаида Рощина объяснила в приватной беседе, что гонорары кондукторам платят из дневной выручки. Поэтому им абсолютно невыгодно (т.е. пинками не заставишь) работать на маршрутках, где ездят одни студенты, или старушки со льготами, или вообще 2-3 бомжа. ""Ну зачем подсаживать кондукторов в автобусы, где маленький пассажирский поток? Прибыль же минимальная!"" Поняв, что Зинаида - человек откровенный, мы заодно спросили про контролеров. Оказывается, страшное зло в их лице посылается к нам не самим дьяволом, а его помощниками из Мосгортранса. Именно Мосгортранс указывает своим слугам на какой дороге ловить зайцев. Юра, помни: кондуктор приходит туда, где много народа, а контролер появляется там, где меньше всего его ждешь. Между прочим, по статистике, безбилетных пассажиров в каждом автобусе - около 40%. Так что не надейся: контролеры еще долго не вымрут."	ask_question
170	Что будет с парашютистом, если со скоростью полета 180 км/ч он столкнется с птицей?	"Если ты отправлял этот вопрос находясь в воздухе, надеемся, что ты смог предвидеть будущее и прочесть, что мы здесь напишем. По словам специалистов кафедры общей физики МГУ, если человек наткнется на птицу лицом, то, скорее всего, ему оторвет голову. В обычных же случаях парашютистов спасет то, что птица - не твердое тело, и они отделаются сложными переломами. В прочем, тренеры из ""Школы начинающего парашютиста"" заверили нас, что случаев столкновения коллег с птицами они не припомнят. ""Пернатые предпочитают нападать на дельтапланы, - говорят специалист, - потому что воспринимают людей на крылатой штуковине как злобных и наглых соперников"". Птицы догоняют дельтапланеристов, садятся им на голову или плечи и начинают клевать защитный костюм. Ничего серьезного, а значит, и интересного во время таких стычек не происходит. Спортсменам просто приходится маневрировать дельтапланом, чтобы спугнуть птиц."	ask_question
138	Почему буквы на клавиатуре расположены именно в таком порядке?	"Расположение букв на клавиатуре - это наследие печатных машинок, появившихся в XIX веке. На первых печатных машинках, изобретенных Кристофером Шоулсом, буквы на клавишах располагались в алфавитном порядке, в два ряда. Печатать можно было исключительно заглавными буквами, а цифр 1 и 0 не было, их заменяли буквы ""I"" и ""O"". Со временем, когда скорость печати становилась все больше у таких машинок отдельные молоточки не успевали возвращаться на свое место и постоянно сцеплялись друг с другом. Попытки их разъединить приводили к поломке машинок. А произошло это потому, что в английском алфавите очень много соседствующих букв, которые используются чаще других. Производители печатных машинок сделали выводы и разработали клавиатуру, в которой часто встречающиеся в текстах буквы были размещены подальше от указательных пальцев. Так появилась знаменитая раскладка клавиатуры QWERTY (по первым литерам верхнего ряда слева направо). Она и перекочевала на клавиатуры компьютеров, хотя на них проблемы молоточков вообще не существует. В России же, печатные машинки, как и все технические новинки, появились гораздо позже, чем на Западе. Русская клавиатура изначально разрабатывалась с рациональным расположением клавиш. Под указательными пальцами были размещены наиболее часто используемые буквы, а под слабыми безымянными пальцами и мизинцами - более редкие. К сожалению и у русской компьютерной клавиатуры есть недостатки. Например, для запятой, которая используется очень часто, не удосужились выделить отдельную клавишу."	ask_question
102	Кто придумал Деда Мороза?	"Наш Дед Мороз никогда не состоял в родстве ни с христианскими святыми, ни с американскими пузотерами Сантами. Его генеалогическое древо уходит корнями в самое что ни на есть дремучее язычество. Славянский фольклор наградил этот неласковый зимний дух множеством характерных прозвищ - Морозко, Студенец, Трескунец, Карачун, Зимник. Поначалу никаким альтруизмом сей персонаж не страдал, святостью не отличался - морозил людишек почем зря, ну и подарков, естественно, не дарил. Наоборот, его задабривали. Накануне Рождества выходили на порог с ложкой кутьи или киселя и кричали: ""Мороз, Мороз! Приходи кисель есть; Мороз, Мороз! Не бей наш овес (или какое-нибудь другое посевное растение)!"". Только в 1852 году в Петербурге была установлена первая публичная елка! Не удивительно, что на роль того, кто стоит под елкой и дарит подарки сначала претендовали западные персонажи - от дедушки Николая до немецкого старого Рупхерта. Вскоре святые и немцы отпали, и остался рядом с елкой наш человек – ""истинный славянин с нордическим характером"". Достойную конкуренцию ему составляли лишь рождественские ангелочки. Впрочем, всероссийскую популярность Дед Мороз завоевал не сразу, оставаясь в начале ХХ в. участником только городских торжеств. Сельское население справляло Рождество по старинке, ограничиваясь церковью и колядками. А тут грянула революция!.."	ask_question
